First,Year,Authors,,,,,,,,,
Spodareva,Na,"Spodareva, V. V. and Grybchuk-Ieremenko, A. and Losev, A. and Votypka, J. and Lukes, J. and Yurchenko, V. and Kostygov, A. Y.",,,,,,,,,
Stevanovic,2016,"Stevanovic, J. and Schwarz, R. S. and Vejnovic, B. and Evans, J. D. and Irwin, R. E. and Glavinic, U. and Stanimirovic, Z.",,,,,,,,,
Suh,2017,"Suh, P. F. and Njiokou, F. and Mamoudou, A. and Ahmadou, T. M. and Mouhaman, A. and Garabed, R.",,,,,,,,,
Sumbria,2017,"Sumbria, D. and Singla, L. D. and Kumar, R. and Bal, M. S. and Kaur, P.",,,,,,,,,
Sumbria,2014,"Sumbria, D. and Singla, L. D. and Sharma, A. and Moudgil, A. D. and Bal, M. S.",,,,,,,,,
Sun,2012,"Sun, K. and Guan, W. and Zhang, J. G. and Wang, Y. J. and Tian, Y. and Liao, L. and Yang, B. B. and Chen, D. L. and Chen, J. P.",,,,,,,,,
Svobodova,2015,"Svobodova, M. and Volf, P. and Votypka, J.",,,,,,,,,
Svobodova,2015,"Svobodova, M. and Weidinger, K. and Peske, L. and Volf, P. and Votypka, J. and Vorisek, P.",,,,,,,,,
Szpeiter,Na,"Szpeiter, B. B. and Ferreira, J. I. G. and Assis, F. F. V. and Stelmachtchuk, F. N. and Peixoto Junior, K. C. and Ajzenberg, D. and Minervino, A. H. H. and Gennari, S. M. and Marcili, A.",,,,,,,,,
Tabar,2008,"Tabar, M. D. and Altet, L. and Francino, O. and Sanchez, A. and Ferrer, L. and Roura, X.",,,,,,,,,
Tabar,2009,"Tabar, M. D. and Francino, O. and Altet, L. and Sanchez, A. and Ferrer, L. and Roura, X.",,,,,,,,,
Tabar,2008,"Tabar, M. D. and Roura, X. and Francino, O. and Altet, L. and de Gopegui, R. R.",,,,,,,,,
Tadesse,2010,"Tadesse, A. and Tsegaye, B.",,,,,,,,,
Tafese,2012,"Tafese, W. and Melaku, A. and Fentahun, T.",,,,,,,,,
Tagueu,2018,"Tagueu, S. K. and Farikou, O. and Njiokou, F. and Simo, G.",,,,,,,,,
Takeet,2013,"Takeet, M. I. and Fagbemi, B. O. and De Donato, M. and Yakubu, A. and Rodulfo, H. E. and Peters, S. O. and Wheto, M. and Imumorin, I. G.",,,,,,,,,
Tamay-Segovia,2017,"Tamay-Segovia, P. and Blum-Dominguez, S. C. and Nunez-Oreza, L. A. and Martinez-Hern and ez, F. and Gomez-Solano, M. I. and Maldonado-Velazquez, M. G. and Retana-Guiascon, O. G.",,,,,,,,,
Tanczos,2012,"Tanczos, B. and Balogh, N. and Kiraly, L. and Biksi, I. and Szeredi, L. and Gyurkovsky, M. and Scalone, A. and Fiorentino, E. and Gramiccia, M. and Farkas, R.",,,,,,,,,
Tarello,2005,"Tarello, W.",,,,,,,,,
Tasew,2012,"Tasew, S. and Duguma, R.",,,,,,,,,
Tatard,2017,"Tatard, C. and Garba, M. and Gauthier, P. and Hima, K. and Artige, E. and Dossou, Dkhj and Gagare, S. and Genson, G. and Truc, P. and Dobigny, G.",,,,,,,,,
Tchamdja,2017,"Tchamdja, E. and Kulo, A. E. and Vitouley, H. S. and Batawui, K. and Bankole, A. A. and Adomefa, K. and Cecchi, G. and Hoppenheit, A. and Clausen, P. H. and De Deken, R. and Van Den Abbeele, J. and Marcotty, T. and Delespaux, V.",,,,,,,,,
Tehseen,2017,"Tehseen, S. and Jahan, N. and Desquesnes, M. and Shahzad, M. I. and Qamar, M. F.",,,,,,,,,
Tehseen,2015,"Tehseen, S. and Jahan, N. and Qamar, M. F. and Desquesnes, M. and Shahzad, M. I. and Deborggraeve, S. and Buscher, P.",,,,,,,,,
Teixeira,2001,"Teixeira, A. R. L. and Monteiro, P. S. and Rebelo, J. M. and Arganaraz, E. R. and Vieira, D. and Lauria-Pires, L. and Nascimento, R. and Vexenat, C. A. and Silva, A. R. and Ault, S. K. and Costa, J. M.",,,,,,,,,
Teixeira,2016,"Teixeira, M. C. and Stobbe, N. S. and Schmidt, V. and de Lima, V. M. F. and Tartarotti, A. L. and Ramos, R. R. and de Araujo, F. A. P.",,,,,,,,,
Teles,Na,"Teles, C. B. G. and dos Santos, A. P. D. and Freitas, R. A. and de Oliveira, A. F. J. and Ogawa, G. M. and Rodrigues, M. S. and Pessoa, F. A. C. and Medeiros, J. F. and Camargo, L. M. A.",,,,,,,,,
Telford,1991,"Telford, S. R. and Forrester, D. J.",,,,,,,,,
Terefe,2015,"Terefe, E. and Haile, A. and Mulatu, W. and Dessie, T. and Mwai, O.",,,,,,,,,
Thies,2013,"Thies, S. F. and Ribeiro, A. L. M. and Michalsky, E. M. and Miyazaki, R. D. and Fortes-Dias, C. L. and Fontes, C. J. F. and Dias, E. S.",,,,,,,,,
Thomaz-Soccol,2009,"Thomaz-Soccol, V. and Castro, E. A. and Navarro, I. T. and de Farias, M. R. and de Souza, L. M. and Carvalho, Y. and Bispo, S. and Membrive, N. A. and Minozzo, J. C. and Truppel, J. and Bueno, W. and Luz, E.",,,,,,,,,
Tiwary,2012,"Tiwary, P. and Kumar, D. and Singh, R. P. and Rai, M. and Sundar, S.",,,,,,,,,
Toepp,2017,"Toepp, A. J. and Schaut, R. G. and Scott, B. D. and Mathur, D. and Berens, A. J. and Petersen, C. A.",,,,,,,,,
Tognazzo,2012,"Tognazzo, M. and Schmid-Hempel, R. and Schmid-Hempel, P.",,,,,,,,,
Tomas-Perez,2014,"Tomas-Perez, M. and Khaldi, M. and Riera, C. and Mozo-Leon, D. and Ribas, A. and Hide, M. and Barech, G. and Benyettou, M. and Seghiri, K. and Doudou, S. and Fisa, R.",,,,,,,,,
Tome,2011,"Tome, R. O. and Gaio, F. C. and Generoso, D. and Menozzi, B. D. and Langoni, H.",,,,,,,,,
Tonelli,2017,"Tonelli, G. B. and Tanure, A. and Rego, F. D. and Carvalho, G. M. D. and Stumpp, R. and Assimos, G. R. and Campos, A. M. and Lima, Acvmd and Gontijo, C. M. F. and Paz, G. F. and Andrade, J. D.",,,,,,,,,
Tonelli,Na,"Tonelli, G. B. and Tanure, A. and R√™go, F. D. and De Lima Carvalho, G. M. and Sim√µes, T. C. and Filho, J. D. A.",,,,,,,,,
Tono,2015,"Tono, R. R. and Faleke, O. O. and Magaji, A. A. and Alay and e, M. O. and Fajinmi, A. O. and Ibitoye, E. B.",,,,,,,,,
Tortora,2000,"Tortora, C. and Bejarano, I. and Dipierri, J. and Alfaro, E. and Garcia, T.",,,,,,,,,
T√∂z,2013,"T√∂z, S. O. and Ertabaklar, H. and G√∂√ßmen, B. and Demir, S. and Karaku≈ü, M. and Arserim, S. K. and Balcio«ßlu, I. C. and Canak√ßi, T. and Ozbel, Y.",,,,,,,,,
Toz,2009,"Toz, S. O. and Sakru, N. and Ertabaklar, H. and Demir, S. and Sengul, M. and Ozbel, Y.",,,,,,,,,
Trindade,2015,"Trindade, C. N. D. and da Cunha, N. A. and de Avila, L. F. D. and Villela, M. M. and Farias, N. A. D. and Leite, F. P. L.",,,,,,,,,
Tripodi,2014,"Tripodi, A. D. and Cibils-Stewart, X. and McCornack, B. P. and Szalanski, A. L.",,,,,,,,,
Tripodi,2018,"Tripodi, A. D. and Szalanski, A. L. and Strange, J. P.",,,,,,,,,
Trueb,2018,"Trueb, I. and Portela, R. D. and Franke, C. R. and Carneiro, I. O. and Ribeiro, G. J. and Soares, R. P. and Barrouin-Melo, S. M.",,,,,,,,,
Tsakmakidis,2017,"Tsakmakidis, I. and Angelopoulou, K. and Dovas, C. I. and Dokianakis, E. and Tamvakis, A. and Symeonidou, I. and Antoniou, M. and Diakou, A.",,,,,,,,,
Tuiran,2016,"Tuiran, L. E. P. and Diaz-Olmos, Y. A. and Paternina-Gomez, M. and Carrillo-Bonilla, L. M. and Velez, I. D. and Bejarano, E. E.",,,,,,,,,
T√Ωƒç,2013,"T√Ωƒç, J. and Vot√Ωpka, J. and Klepetkov√°, H. and ≈†ul√°kov√°, H. and Jirk≈Ø, M. and Luke≈°, J.",,,,,,,,,
Ul Hasan,2006,"Ul Hasan, M. and Muhammad, G. and Gutierrez, C. and Iqbal, Z. and Shakoor, A. and Jabbar, A. and Blouin, E. F. and Maillard, J. C.",,,,,,,,,
Umeakuana,2019,"Umeakuana, P. U. and Gibson, W. and Ezeokonkwo, R. C. and Anene, B. M.",,,,,,,,,
Umezawa,2009,"Umezawa, E. S. and Souza, A. I. and Pinedo-Cancino, V. and Marcondes, M. and Marcili, A. and Camargo, L. M. A. and Camacho, A. A. and Stolf, A. M. S. and Teixeira, M. M. G.",,,,,,,,,
Utuk,2018,"Utuk, A. E. and Gokmen, T. G. and Bolacali, M. and Balkaya, I. and Simsek, S.",,,,,,,,,
Valadas,2010,"Valadas, S. and Minervino, A. H. H. and Lima, V. M. F. and Soares, R. M. and Ortolani, E. L. and Gennari, S. M.",,,,,,,,,
Valdivia,2012,"Valdivia, H. O. and De Los Santos, M. B. and Fern and ez, R. and Baldeviano, G. C. and Zorrilla, V. O. and Vera, H. and Lucas, C. M. and Edgel, K. A. and Lescano, A. G. and Mundal, K. D. and Graf, P. C. F.",,,,,,,,,
Valera,2017,"Valera, K. R. and Vel√°squez, L. D. and Silva-S√°nchez, C. J. and Arevalo, C. O. and Romero-Palmera, J.",,,,,,,,,
Valkiunas,2001,"Valkiunas, G. and Iezhova, T. A.",,,,,,,,,
Valkiunas,2004,"Valkiunas, G. and Iezhova, T. A. and Brooks, D. R. and Hanelt, B. and Brant, S. V. and Sutherlin, M. E. and Causey, D.",,,,,,,,,
Valkiunas,2011,"Valkiunas, G. and Iezhova, T. A. and Carlson, J. S. and Sehgal, R. N. M.",,,,,,,,,
Valkiunas,2001,"Valkiunas, G. and Iezhova, T. A. and Mironov, S. V.",,,,,,,,,
Valkiunas,2003,"Valkiunas, G. and Iezhova, T. A. and Shapoval, A. P.",,,,,,,,,
Valkiunas,2005,"Valkiunas, G. and Sehgal, R. N. M. and Iezhova, T. A. and Smith, T. B.",,,,,,,,,
V and erplanck,Na,"V and erplanck, M. and Roger, N. and Moerman, R. and Ghisbain, G. and G√©rard, M. and Popowski, D. and Granica, S. and Fournier, D. and Meeus, I. and Piot, N. and Smagghe, G. and Terrana, L. and Michez, D.",,,,,,,,,
Vargas,2017,"Vargas, M. and Arismendi, N. and Riveros, G. and Zapata, N. and Bruna, A. and Vidal, M. and Rodriguez, M. and Gerding, M.",,,,,,,,,
Vasquez,2013,"Vasquez, C. and Robledo, S. and Calle, J. and Triana, O.",,,,,,,,,
Velo,2017,"Velo, E. and Bongiorno, G. and Kadriaj, P. and Myrseli, T. and Crilly, J. and Lika, A. and Mersini, K. and Di Muccio, T. and Bino, S. and Gramiccia, M. and Gradoni, L. and Maroli, M.",,,,,,,,,
Vidal-Acosta,2000,"Vidal-Acosta, V. and Ibanez-Bernal, S. and Martinez-Campos, C.",,,,,,,,,
Villagran,2008,"Villagran, M. E. and Marin, C. and Hurtado, A. and Sanchez-Moreno, M. and de Diego, J. A.",,,,,,,,,
Villagran,2011,"Villagran, M. E. and Martinez-Ibarra, J. A. and de Diego, J. A.",,,,,,,,,
Villareal,2013,"Villareal, M. V. and Mingala, C. N. and Rivera, W. L.",,,,,,,,,
Villena,2018,"Villena, F. E. and Gomez-Puerta, L. A. and Jhonston, E. J. and Del Alcazar, O. M. and Maguina, J. L. and Albujar, C. and Laguna-Torres, V. A. and Recuenco, S. E. and Ballard, S. B. and Ampuero, J. S.",,,,,,,,,
von Dohlen,2018,"von Dohlen, A. R. and Cheathem, N. and Tiwari, K. and Sharma, R. N.",,,,,,,,,
Votypka,2012,"Votypka, J. and Klepetkova, H. and Jirku, M. and Kment, P. and Lukes, J.",,,,,,,,,
Votypka,2012,"Votypka, J. and Klepetkova, H. and Yurchenko, V. Y. and Horak, A. and Lukes, J. and Maslov, D. A.",,,,,,,,,
Vot√Ωpka,2019,"Vot√Ωpka, J. and Kment, P. and Kriegov√°, E. and Vermeij, M. J. A. and Keeling, P. J. and Yurchenko, V. and Luke≈°, J.",,,,,,,,,
Votypka,2010,"Votypka, J. and Maslov, D. A. and Yurchenko, V. and Jirku, M. and Kment, P. and Lun, Z. R. and Lukes, J.",,,,,,,,,
Votypka,2018,"Votypka, J. and Pafco, B. and Modry, D. and Mbohli, D. and Tagg, N. and Petrzelkova, K. J.",,,,,,,,,
Vot√Ωpka,2013,"Vot√Ωpka, J. and Sukov√°, E. and Kraeva, N. and Ishemgulova, A. and Du≈æ√≠, I. and Luke≈°, J. and Yurchenko, V.",,,,,,,,,
Voyvoda,2004,"Voyvoda, H. and Pasa, S. and Toz, S. O. and Ozbel, Y. and Ertabaklar, H.",,,,,,,,,
Waiswa,2003,"Waiswa, C. and Olaho-Mukani, W. and Katunguka-Rwakishaya, E.",,,,,,,,,
Wang,2011,"Wang, J. Y. and Ha, Y. and Gao, C. H. and Wang, Y. and Yang, Y. T. and Chen, H. T.",,,,,,,,,
Weber,2019,"Weber, J. S. and Ngomtcho, S. C. H. and Shaida, S. S. and Chechet, G. D. and Gbem, T. T. and Nok, J. A. and Mamman, M. and Achukwi, D. M. and Kelm, S.",,,,,,,,,
Wei,Na,"Wei, F. and Shang, L. M. and Jin, H. T. and Lian, H. and Liu, W. S. and Li, Z. Y. and Gao, H. W. and Liu, Q.",,,,,,,,,
Weny,2017,"Weny, G. and Okwee-Acai, J. and Okech, S. G. and Tumwine, G. and Ndyanabo, S. and Abigaba, S. and Goldberg, T. L.",,,,,,,,,
Whitehorn,2011,"Whitehorn, P. R. and Tinsley, M. C. and Brown, M. J. F. and Darvill, B. and Goulson, D.",,,,,,,,,
Whitehorn,2013,"Whitehorn, P. R. and Tinsley, M. C. and Brown, M. J. F. and Goulson, D.",,,,,,,,,
Wilfert,2011,"Wilfert, L. and Longdon, B. and Ferreira, A. G. A. and Bayer, F. and Jiggins, F. M.",,,,,,,,,
Willi,2015,"Willi, B. and Spiri, A. M. and Meli, M. L. and Grimm, F. and Beatrice, L. and Riond, B. and Bley, T. and Jordi, R. and Dennler, M. and Hofmann-Lehmann, R.",,,,,,,,,
Williams,2019,"Williams, M. K. F. and Tripodi, A. D. and Szalanski, A. L.",,,,,,,,,
Wong,2016,"Wong, Y. Y. and Macias, K. J. S. and Martinez, D. G. and Solorzano, L. F. and Ramirez-Sierra, M. J. and Herrera, C. and Dumonteil, E.",,,,,,,,,
Xu,2015,"Xu, D. and Zhang, J. L. and Shi, Z. S. and Song, C. L. and Zheng, X. F. and Zhang, Y. and Hao, Y. Q. and Dong, H. J. and Wei, L. J. and El-Mahallawy, H. S. and Kelly, P. and Xiong, W. B. and Wang, H. and Li, J. J. and Zhang, X. J. and Gu, J. H. and Wang, C. M.", X. J. and Gu, J. H. and Wang, C. M.,,,,,,
Xu,2018,"Xu, G. and Palmer-Young, E. and Skyrm, K. and Daly, T. and Sylvia, M. and Averill, A. and Rich, S.",,,,,,,,,
Yabsley,2002,"Yabsley, M. J. and Noblet, G. P.",,,,,,,,,
Yabsley,2001,"Yabsley, M. J. and Noblet, G. P. and Pung, O. J.",,,,,,,,,
Yadav,2019,"Yadav, S. C. and Kumar, P. and Khurana, S. and Kumar, R.",,,,,,,,,
YaghoobiErshadi,1996,"YaghoobiErshadi, M. R. and Javadian, E.",,,,,,,,,
Yefi-Quinteros,2018,"Yefi-Quinteros, E. and Munoz-San Martin, C. and Bacigalupo, A. and Correa, J. P. and Cattan, P. E.",,,,,,,,,
Yurchenko,Na,"Yurchenko, V. and Kostygov, A. and Havlov√°, J. and Grybchuk-Ieremenko, A. and ≈†evƒç√≠kov√°, T. and Luke≈°, J. and ≈†evƒç√≠k, J. and Vot√Ωpka, J.",,,,,,,,,
Yusufmia,2010,"Yusufmia, Sbas and Collins, N. E. and Nkuna, R. and Troskie, M. and Van den Bossche, P. and Penzhorn, B. L.",,,,,,,,,
Zaidi,2017,"Zaidi, F. and Fatima, S. H. and Jan, T. and Fatima, M. and Ali, A. and Khisroon, M. and Adnan, M. and Rasheed, S. B.",,,,,,,,,
Zanet,2014,"Zanet, S. and Sposimo, P. and Trisciuoglio, A. and Giannini, F. and Strumia, F. and Ferroglio, E.",,,,,,,,,
Zangooie,2018,"Zangooie, F. and Ganjali, M. and Keighobadi, M. and Nabavi, R.",,,,,,,,,
Zecca,2017,"Zecca, I. B. and Auckl and , L. and Hamer, S.",,,,,,,,,
Zeleke,2001,"Zeleke, M. and Bekele, T.",,,,,,,,,
Zerpa,2003,"Zerpa, O. and Ulrich, M. and Borges, R. and Rodr√≠guez, V. and Centeno, M. and Negr√≥n, E. and Belizario, D. and Convit, J.",,,,,,,,,
Zhang,2016,"Zhang, J. R. and Guo, X. G. and Liu, J. L. and Zhou, T. H. and Gong, X. and Chen, D. L. and Chen, J. P.",,,,,,,,,
Zhao,2016,"Zhao, G. H. and Yin, K. and Zhong, W. X. and Xiao, T. and Wei, Q. K. and Cui, Y. and Liu, G. Z. and Xu, C. and Wang, H. F.",,,,,,,,,
Ziccardi,Na,"Ziccardi, M. and Lourenco-de-Oliveira, R. and Lainson, R. and Brigido, M. D. D. and Muniz, Japc",,,,,,,,,
Zivicnjak,2011,"Zivicnjak, T. and Martinkovic, F. and Khoury, C. and Bongiorno, G. and Bosnic, S. and Lukacevic, D. and Maroli, M.",,,,,,,,,
Zivicnjak,2005,"Zivicnjak, T. and Martinkovic, F. and Marinculic, A. and Mrljak, V. and Kucer, N. and Matijatko, V. and Mihaljevic, Z. and Baric-Rafaj, R.",,,,,,,,,
Zoghlami,2014,"Zoghlami, Z. and Chouihi, E. and Barhoumi, W. and Dachraoui, K. and Massoudi, N. and Helel, K. B. and Habboul, Z. and Hadhri, M. H. and Limam, S. and Mhadhbi, M. and Gharbi, M. and Zhioua, E.",,,,,,,,,
Zorrilla,2017,"Zorrilla, V. and De Los Santos, M. B. and Espada, L. and Santos, R. D. and Fern and ez, R. and Urquia, A. and Stoops, C. A. and Ballard, S. B. and Lescano, A. G. and Vasquez, G. M. and Valdivia, H. O.",,,,,,,,,
Zulpo,2012,"Zulpo, D. L. and Leite, Jhad and da Cunha, I. A. L. and de Barros, L. D. and Taroda, A. and Camargo, V. E. and dos Santos, Hlepl and Garcia, J. L.",,,,,,,,,
Montoya,2018,"Montoya, A. and Garcia, M. and Galvez, R. and Checa, R. and Marino, V. and Sarquis, J. and Barrera, J. P. and Ruperez, C. and Caballero, L. and Chicharro, C. and Cruz, I. and Miro, G. ",,,,,,,,,
Risueño,Na,"Risueño, J. and Ortuño, M.and  Pérez-Cutillas, P.and  Goyena, E. and  Maia, C. Cortes, S. and Campino, L. and Bernal, L. and J. Muñoz, and C. Arcenillas, and I. Martínez-Rondán, and F. J. Gonzálvez, and  M. Collantes, and F. Ortiz, J. and Martínez-Carrasco, and C. Berriatua, E.", and C. Berriatua, E.,,,,,,,
Diallo,Na,"Diallo, T. and Singla, L. D. 
Sumbria, D. and  Kaur, P. and Bal, M. S.",,,,,,,,,
Dias,2011,"Dias, E.  and S.   Regina Silva, S. and  Franca Silva, J. and C.   Paz, G. F.  and Michalsky, E. M. and  Araujo, S. C. and  Valadao, J. L.  and  Lara Silva, F. D.   de Oliveira, F. S. and  Pacheco, R. S. and  Fortes Dias, C. L.",,,,,,,,,
Ouma,2000,"Ouma, J. O.   and Masake, R. A.   and Masiga, D. K.   Moloo, S. K. and  Njuguna, J. T. and  Ndung'u, J. M.",,,,,,,,,
Ouedraogo,Na,"Ouedraogo, G. M. S.  and Demirbas Uzel, G. and   Rayaisse, J. B. and  Gimonneau, G. and   Traore, A. C. and   Avgoustinos, A.  and Parker, A. G.  and  Sidibe, I. and   Ouedraogo, A. G. and   Traore, A. and  Bayala, B.  and  Vreysen, M. J. B.  and  Bourtzis, K.  and Abd Alla, A. M. M.",,,,,,,,,
Laha,2009,"Laha, R.  and  Sasmal, N. K.",,,,,,,,,
Manrique Abril,2012,"Manrique Abril, D. and
 Manrique Abril, F.  and
 Lorca, M.  and
 Ospina, J.",,,,,,,,,
Hauptmanova,Na,"Hauptmanova, K.  and
 Benedikt, V.  and
 Literak, I.",,,,,,,,,
Del Rio,Na,"Del Rio, L.  and
 Chitimia, L.  and
 Cubas, A.  and
 Victoriano, I.  and
 De la Rua, P.  and
 Gerrikagoitia, X.  and
 Barral, M.  and
 Munoz Garcia, C. I.  and
 Goyena, E.  and
 Garcia Martinez, D.  and
 Fisa, R.  and
 Riera, C.  and
 Murcia, L.  and
 Segovia, M.  and
 Berriatua, E.",,,,,,,,,
Jaimes-Duenez,Na,"Jaimes-Duenez, J. and Zapata-Zapata, C. and Triana-Chavez, O. and Mejia-Jaramillo, A. M.",,,,,,,,,
Charles,Na,"Charles, R. A.  and
 Kjos, S.  and
 Ellis, A. E.  and
 Dubey, J. P.  and
 Shock, B. C.  and
 Yabsley, M. J.",,,,,,,,,
Silva,2012,"Silva, M. D.  and
 Tamekuni, K.  and
 Toledo, R. D.  and
 Dias, R. C. F.  and
 Lopis Mori, F. M. R.  and
 Mitsuka Bregano, R.  and
 Thomaz Soccol, V.  and
 Garcia, J. L.  and
 Freire, R. L.  and
 Vidotto, O.  and
 Navarro, I. T.and",,,,,,,,,
Rojas,2014,"Rojas, A.  and
 Rojas, D.  and
 Montenegro, V. and  
 Gutierrez, R.  and
 Yasur Landau, D.  and
 Baneth, G.",,,,,,,,,
Jing,2009,"Jing, Z.  and
 Magona, J. W.  and
 Sakurai, T.  and
 Thekisoe, O. M. M. and 
 Otim, C. P.  and
 Sugimoto, C.  and
 Inoue, N.",,,,,,,,,
Aguiar,2010,"Aguiar, D. M.  and
 Oliveira, Tmfd  and
 Cavalcante, G. T.  and
 Labruna, M. B.  and
 Camargo, L. M. A.  and
 Machado, R. Z.  and
 Gennari, S. M.",,,,,,,,,
Millan,2011,"Millan, J.  and
 Zanet, S.  and
 Gomis, M.  and
 Trisciuoglio, A.  and
 Negre, N.  and
 Ferroglio, E.",,,,,,,,,
Elhaig,2013,"Elhaig, M. M.  and
 Youssef, A. I.  and
 El Gayar, A. K.",,,,,,,,,
Harvey,2017,"Harvey, T. V.  and
 Veloso, J. F.  and
 Santos, M. R.  and
 Assuncao, M. S.  and
 Sauer, L.  and
 Guedes, P. E. B.  and
 Oliveira, T. N. D.  and
 Albuquerque, G. R.  and
 Silva, F. L.  and
 Munhoz, A. D.  and
 Carlos, R. S. A.",,,,,,,,,
Paradies,2007,"Paradies, P.  and
 Capelli, G.  and
 Testini, G.  and
 Cantacessi, C.  and
 Trees, A. J.  and
 Otranto, D.",,,,,,,,,
Menn,2010,"Menn, B.  and
 Lorentz, S.  and
 Naucke, T. J.",,,,,,,,,
Quaresma,2011,"Quaresma, P. F.  and
 Rego, F. D.  and
 Botelho, H. A.  and
 da Silva, S. R.  and
 Moura, A. J.  and
 Neto, R. G. T.  and
 Madeira, F. M.  and
 Carvalho, M. B.  and
 Paglia, A. P.  and
 Melo, M. N.  and
 Gontijo, Cmff",,,,,,,,,
Rodriguez,Na,"Rodriguez, N. F.  and
 Tejedor Junco, M. T.  and
 Hernandez Trujillo, Y.  and
 Gonzalez, M. and 
 Gutierrez, C.",,,,,,,,,
Miro,2012,"Miro, G.  and
 Checa, R.  and
 Montoya, A.  and
 Hernandez, L.  and
 Dado, D.  and
 Galvez, R.",,,,,,,,,
Herrera,Na,"Herrera, H. M. and
Dávila, A. M. R. and
Norek, A. and
Abreu, U. G. and
Souza, S. S. and
D’Andrea, P. S. and
Jansen, A. M.",,,,,,,,,
Mohammad,Na,"Mohammad, K. N.  and
 Badrul, M. M.  and
 Mohamad, N.  and
 Zainal Abidin, A. H.",,,,,,,,,
de Souza,2019,"de Souza, D. C.- and
-Correa, L. L.",,,,,,,,,
